Label,D0_open,D0_close,D0_low,D0_high,D1_open,D1_close,D1_low,D1_high,D2_open,D2_close,D2_low,D2_high,D3_open,D3_close,D3_low,D3_high,D4_open,D4_close,D4_low,D4_high,D5_open,D5_close,D5_low,D5_high,D6_open,D6_close,D6_low,D6_high,D7_open,D7_close,D7_low,D7_high
True,2.2292,2.2917,2.2192,2.3025,2.2292,2.2292,2.2192,2.25,2.3025,2.2608,2.2192,2.3125,2.1875,2.2658,2.1775,2.2708,2.1667,2.1358,2.0625,2.1875,2.1775,2.1775,2.1458,2.1983,2.1875,2.1567,2.1567,2.2192,2.2608,2.24,2.2192,2.3442
True,2.365,2.3858,2.3333,2.4067,2.2292,2.2917,2.2192,2.3025,2.2292,2.2292,2.2192,2.25,2.3025,2.2608,2.2192,2.3125,2.1875,2.2658,2.1775,2.2708,2.1667,2.1358,2.0625,2.1875,2.1775,2.1775,2.1458,2.1983,2.1875,2.1567,2.1567,2.2192
False,2.365,2.4792,2.3333,2.5,2.365,2.3858,2.3333,2.4067,2.2292,2.2917,2.2192,2.3025,2.2292,2.2292,2.2192,2.25,2.3025,2.2608,2.2192,2.3125,2.1875,2.2658,2.1775,2.2708,2.1667,2.1358,2.0625,2.1875,2.1775,2.1775,2.1458,2.1983
True,2.4375,2.3958,2.3333,2.4375,2.365,2.4792,2.3333,2.5,2.365,2.3858,2.3333,2.4067,2.2292,2.2917,2.2192,2.3025,2.2292,2.2292,2.2192,2.25,2.3025,2.2608,2.2192,2.3125,2.1875,2.2658,2.1775,2.2708,2.1667,2.1358,2.0625,2.1875
False,2.3442,2.4167,2.25,2.4167,2.4375,2.3958,2.3333,2.4375,2.365,2.4792,2.3333,2.5,2.365,2.3858,2.3333,2.4067,2.2292,2.2917,2.2192,2.3025,2.2292,2.2292,2.2192,2.25,2.3025,2.2608,2.2192,2.3125,2.1875,2.2658,2.1775,2.2708
True,2.3125,2.2083,2.1458,2.3333,2.375,2.3125,2.3025,2.4117,2.3442,2.4167,2.25,2.4167,2.4375,2.3958,2.3333,2.4375,2.365,2.4792,2.3333,2.5,2.365,2.3858,2.3333,2.4067,2.2292,2.2917,2.2192,2.3025,2.2292,2.2292,2.2192,2.25
False,2.2083,2.25,2.1875,2.3125,2.3125,2.2083,2.1458,2.3333,2.375,2.3125,2.3025,2.4117,2.3442,2.4167,2.25,2.4167,2.4375,2.3958,2.3333,2.4375,2.365,2.4792,2.3333,2.5,2.365,2.3858,2.3333,2.4067,2.2292,2.2917,2.2192,2.3025
True,2.25,2.1775,2.125,2.2608,2.2083,2.25,2.1875,2.3125,2.3125,2.2083,2.1458,2.3333,2.375,2.3125,2.3025,2.4117,2.3442,2.4167,2.25,2.4167,2.4375,2.3958,2.3333,2.4375,2.365,2.4792,2.3333,2.5,2.365,2.3858,2.3333,2.4067
True,2.1667,2.2917,2.1042,2.3025,2.25,2.1775,2.125,2.2608,2.2083,2.25,2.1875,2.3125,2.3125,2.2083,2.1458,2.3333,2.375,2.3125,2.3025,2.4117,2.3442,2.4167,2.25,2.4167,2.4375,2.3958,2.3333,2.4375,2.365,2.4792,2.3333,2.5
False,2.2917,2.3283,2.25,2.3333,2.1667,2.2917,2.1042,2.3025,2.25,2.1775,2.125,2.2608,2.2083,2.25,2.1875,2.3125,2.3125,2.2083,2.1458,2.3333,2.375,2.3125,2.3025,2.4117,2.3442,2.4167,2.25,2.4167,2.4375,2.3958,2.3333,2.4375
False,2.2817,2.1983,2.1983,2.3025,2.2917,2.3283,2.25,2.3333,2.1667,2.2917,2.1042,2.3025,2.25,2.1775,2.125,2.2608,2.2083,2.25,2.1875,2.3125,2.3125,2.2083,2.1458,2.3333,2.375,2.3125,2.3025,2.4117,2.3442,2.4167,2.25,2.4167
False,2.2292,2.1983,2.1667,2.2292,2.2817,2.1983,2.1983,2.3025,2.2917,2.3283,2.25,2.3333,2.1667,2.2917,2.1042,2.3025,2.25,2.1775,2.125,2.2608,2.2083,2.25,2.1875,2.3125,2.3125,2.2083,2.1458,2.3333,2.375,2.3125,2.3025,2.4117
False,2.1775,2.1567,2.12,2.25,2.2292,2.1983,2.1667,2.2292,2.2817,2.1983,2.1983,2.3025,2.2917,2.3283,2.25,2.3333,2.1667,2.2917,2.1042,2.3025,2.25,2.1775,2.125,2.2608,2.2083,2.25,2.1875,2.3125,2.3125,2.2083,2.1458,2.3333
False,1.9583,2.115,1.9375,2.1567,2.1775,2.1567,2.12,2.25,2.2292,2.1983,2.1667,2.2292,2.2817,2.1983,2.1983,2.3025,2.2917,2.3283,2.25,2.3333,2.1667,2.2917,2.1042,2.3025,2.25,2.1775,2.125,2.2608,2.2083,2.25,2.1875,2.3125
True,2.0317,2.0417,1.9692,2.0525,1.9583,2.115,1.9375,2.1567,2.1775,2.1567,2.12,2.25,2.2292,2.1983,2.1667,2.2292,2.2817,2.1983,2.1983,2.3025,2.2917,2.3283,2.25,2.3333,2.1667,2.2917,2.1042,2.3025,2.25,2.1775,2.125,2.2608
False,2.0942,2.1667,2.0525,2.2083,2.0317,2.0417,1.9692,2.0525,1.9583,2.115,1.9375,2.1567,2.1775,2.1567,2.12,2.25,2.2292,2.1983,2.1667,2.2292,2.2817,2.1983,2.1983,2.3025,2.2917,2.3283,2.25,2.3333,2.1667,2.2917,2.1042,2.3025
False,2.0833,2.1667,2.0733,2.1875,2.0942,2.1667,2.0525,2.2083,2.0317,2.0417,1.9692,2.0525,1.9583,2.115,1.9375,2.1567,2.1775,2.1567,2.12,2.25,2.2292,2.1983,2.1667,2.2292,2.2817,2.1983,2.1983,2.3025,2.2917,2.3283,2.25,2.3333
True,2.1358,2.115,2.0733,2.1717,2.0833,2.1667,2.0733,2.1875,2.0942,2.1667,2.0525,2.2083,2.0317,2.0417,1.9692,2.0525,1.9583,2.115,1.9375,2.1567,2.1775,2.1567,2.12,2.25,2.2292,2.1983,2.1667,2.2292,2.2817,2.1983,2.1983,2.3025
True,2.1042,2.125,2.0942,2.125,2.1358,2.115,2.0733,2.1717,2.0833,2.1667,2.0733,2.1875,2.0942,2.1667,2.0525,2.2083,2.0317,2.0417,1.9692,2.0525,1.9583,2.115,1.9375,2.1567,2.1775,2.1567,2.12,2.25,2.2292,2.1983,2.1667,2.2292
True,2.1042,2.2192,2.1042,2.2608,2.1042,2.125,2.0942,2.125,2.1358,2.115,2.0733,2.1717,2.0833,2.1667,2.0733,2.1875,2.0942,2.1667,2.0525,2.2083,2.0317,2.0417,1.9692,2.0525,1.9583,2.115,1.9375,2.1567,2.1775,2.1567,2.12,2.25
False,2.24,2.3442,2.2292,2.3542,2.1042,2.2192,2.1042,2.2608,2.1042,2.125,2.0942,2.125,2.1358,2.115,2.0733,2.1717,2.0833,2.1667,2.0733,2.1875,2.0942,2.1667,2.0525,2.2083,2.0317,2.0417,1.9692,2.0525,1.9583,2.115,1.9375,2.1567
True,2.3075,2.3175,2.25,2.3233,2.24,2.3442,2.2292,2.3542,2.1042,2.2192,2.1042,2.2608,2.1042,2.125,2.0942,2.125,2.1358,2.115,2.0733,2.1717,2.0833,2.1667,2.0733,2.1875,2.0942,2.1667,2.0525,2.2083,2.0317,2.0417,1.9692,2.0525
True,2.365,2.3383,2.3233,2.375,2.3025,2.375,2.2817,2.3958,2.3075,2.3175,2.25,2.3233,2.24,2.3442,2.2292,2.3542,2.1042,2.2192,2.1042,2.2608,2.1042,2.125,2.0942,2.125,2.1358,2.115,2.0733,2.1717,2.0833,2.1667,2.0733,2.1875
False,2.3442,2.3542,2.3333,2.375,2.365,2.3383,2.3233,2.375,2.3025,2.375,2.2817,2.3958,2.3075,2.3175,2.25,2.3233,2.24,2.3442,2.2292,2.3542,2.1042,2.2192,2.1042,2.2608,2.1042,2.125,2.0942,2.125,2.1358,2.115,2.0733,2.1717
True,2.3442,2.3333,2.3125,2.4167,2.3442,2.3542,2.3333,2.375,2.365,2.3383,2.3233,2.375,2.3025,2.375,2.2817,2.3958,2.3075,2.3175,2.25,2.3233,2.24,2.3442,2.2292,2.3542,2.1042,2.2192,2.1042,2.2608,2.1042,2.125,2.0942,2.125
False,2.365,2.5525,2.3442,2.5525,2.3442,2.3333,2.3125,2.4167,2.3442,2.3542,2.3333,2.375,2.365,2.3383,2.3233,2.375,2.3025,2.375,2.2817,2.3958,2.3075,2.3175,2.25,2.3233,2.24,2.3442,2.2292,2.3542,2.1042,2.2192,2.1042,2.2608
True,2.5833,2.5,2.4583,2.6667,2.365,2.5525,2.3442,2.5525,2.3442,2.3333,2.3125,2.4167,2.3442,2.3542,2.3333,2.375,2.365,2.3383,2.3233,2.375,2.3025,2.375,2.2817,2.3958,2.3075,2.3175,2.25,2.3233,2.24,2.3442,2.2292,2.3542
True,2.5317,3.0,2.5,3.0208,2.5833,2.5,2.4583,2.6667,2.365,2.5525,2.3442,2.5525,2.3442,2.3333,2.3125,2.4167,2.3442,2.3542,2.3333,2.375,2.365,2.3383,2.3233,2.375,2.3025,2.375,2.2817,2.3958,2.3075,2.3175,2.25,2.3233
True,3.1458,3.24,3.0317,3.3858,2.5317,3.0,2.5,3.0208,2.5833,2.5,2.4583,2.6667,2.365,2.5525,2.3442,2.5525,2.3442,2.3333,2.3125,2.4167,2.3442,2.3542,2.3333,2.375,2.365,2.3383,2.3233,2.375,2.3025,2.375,2.2817,2.3958
False,3.3125,3.3025,3.125,3.3333,3.1458,3.24,3.0317,3.3858,2.5317,3.0,2.5,3.0208,2.5833,2.5,2.4583,2.6667,2.365,2.5525,2.3442,2.5525,2.3442,2.3333,2.3125,2.4167,2.3442,2.3542,2.3333,2.375,2.365,2.3383,2.3233,2.375
True,3.24,3.1567,3.0417,3.3333,3.3125,3.3025,3.125,3.3333,3.1458,3.24,3.0317,3.3858,2.5317,3.0,2.5,3.0208,2.5833,2.5,2.4583,2.6667,2.365,2.5525,2.3442,2.5525,2.3442,2.3333,2.3125,2.4167,2.3442,2.3542,2.3333,2.375
False,3.1875,3.6875,3.1567,3.6983,3.24,3.1567,3.0417,3.3333,3.3125,3.3025,3.125,3.3333,3.1458,3.24,3.0317,3.3858,2.5317,3.0,2.5,3.0208,2.5833,2.5,2.4583,2.6667,2.365,2.5525,2.3442,2.5525,2.3442,2.3333,2.3125,2.4167
True,3.5317,3.0942,3.0525,3.6775,3.1875,3.6875,3.1567,3.6983,3.24,3.1567,3.0417,3.3333,3.3125,3.3025,3.125,3.3333,3.1458,3.24,3.0317,3.3858,2.5317,3.0,2.5,3.0208,2.5833,2.5,2.4583,2.6667,2.365,2.5525,2.3442,2.5525
True,3.2292,3.3542,3.125,3.5417,3.5317,3.0942,3.0525,3.6775,3.1875,3.6875,3.1567,3.6983,3.24,3.1567,3.0417,3.3333,3.3125,3.3025,3.125,3.3333,3.1458,3.24,3.0317,3.3858,2.5317,3.0,2.5,3.0208,2.5833,2.5,2.4583,2.6667
False,3.4583,3.4067,3.3333,3.5,3.2292,3.3542,3.125,3.5417,3.5317,3.0942,3.0525,3.6775,3.1875,3.6875,3.1567,3.6983,3.24,3.1567,3.0417,3.3333,3.3125,3.3025,3.125,3.3333,3.1458,3.24,3.0317,3.3858,2.5317,3.0,2.5,3.0208
True,3.4375,3.2917,3.2817,3.4692,3.4583,3.4067,3.3333,3.5,3.2292,3.3542,3.125,3.5417,3.5317,3.0942,3.0525,3.6775,3.1875,3.6875,3.1567,3.6983,3.24,3.1567,3.0417,3.3333,3.3125,3.3025,3.125,3.3333,3.1458,3.24,3.0317,3.3858
True,3.4692,3.9483,3.375,4.0833,3.4375,3.2917,3.2817,3.4692,3.4583,3.4067,3.3333,3.5,3.2292,3.3542,3.125,3.5417,3.5317,3.0942,3.0525,3.6775,3.1875,3.6875,3.1567,3.6983,3.24,3.1567,3.0417,3.3333,3.3125,3.3025,3.125,3.3333
True,4.0525,4.5,3.9483,4.6775,3.4692,3.9483,3.375,4.0833,3.4375,3.2917,3.2817,3.4692,3.4583,3.4067,3.3333,3.5,3.2292,3.3542,3.125,3.5417,3.5317,3.0942,3.0525,3.6775,3.1875,3.6875,3.1567,3.6983,3.24,3.1567,3.0417,3.3333
False,4.49,4.625,4.3958,4.6458,4.0525,4.5,3.9483,4.6775,3.4692,3.9483,3.375,4.0833,3.4375,3.2917,3.2817,3.4692,3.4583,3.4067,3.3333,3.5,3.2292,3.3542,3.125,3.5417,3.5317,3.0942,3.0525,3.6775,3.1875,3.6875,3.1567,3.6983
False,4.6458,4.375,4.2917,4.8125,4.49,4.625,4.3958,4.6458,4.0525,4.5,3.9483,4.6775,3.4692,3.9483,3.375,4.0833,3.4375,3.2917,3.2817,3.4692,3.4583,3.4067,3.3333,3.5,3.2292,3.3542,3.125,3.5417,3.5317,3.0942,3.0525,3.6775
True,4.125,4.0833,4.0525,4.3542,4.6458,4.375,4.2917,4.8125,4.49,4.625,4.3958,4.6458,4.0525,4.5,3.9483,4.6775,3.4692,3.9483,3.375,4.0833,3.4375,3.2917,3.2817,3.4692,3.4583,3.4067,3.3333,3.5,3.2292,3.3542,3.125,3.5417
False,4.24,4.1667,4.0525,4.2608,4.125,4.0833,4.0525,4.3542,4.6458,4.375,4.2917,4.8125,4.49,4.625,4.3958,4.6458,4.0525,4.5,3.9483,4.6775,3.4692,3.9483,3.375,4.0833,3.4375,3.2917,3.2817,3.4692,3.4583,3.4067,3.3333,3.5
True,4.1458,4.0417,3.9583,4.1875,4.24,4.1667,4.0525,4.2608,4.125,4.0833,4.0525,4.3542,4.6458,4.375,4.2917,4.8125,4.49,4.625,4.3958,4.6458,4.0525,4.5,3.9483,4.6775,3.4692,3.9483,3.375,4.0833,3.4375,3.2917,3.2817,3.4692
False,4.0,4.3442,3.8025,4.3542,4.1458,4.0417,3.9583,4.1875,4.24,4.1667,4.0525,4.2608,4.125,4.0833,4.0525,4.3542,4.6458,4.375,4.2917,4.8125,4.49,4.625,4.3958,4.6458,4.0525,4.5,3.9483,4.6775,3.4692,3.9483,3.375,4.0833
False,4.2817,4.0208,3.9375,4.5,4.0,4.3442,3.8025,4.3542,4.1458,4.0417,3.9583,4.1875,4.24,4.1667,4.0525,4.2608,4.125,4.0833,4.0525,4.3542,4.6458,4.375,4.2917,4.8125,4.49,4.625,4.3958,4.6458,4.0525,4.5,3.9483,4.6775
True,4.0417,4.0108,3.99,4.1775,4.2817,4.0208,3.9375,4.5,4.0,4.3442,3.8025,4.3542,4.1458,4.0417,3.9583,4.1875,4.24,4.1667,4.0525,4.2608,4.125,4.0833,4.0525,4.3542,4.6458,4.375,4.2917,4.8125,4.49,4.625,4.3958,4.6458
True,4.0833,4.0208,3.9792,4.125,4.0417,4.0108,3.99,4.1775,4.2817,4.0208,3.9375,4.5,4.0,4.3442,3.8025,4.3542,4.1458,4.0417,3.9583,4.1875,4.24,4.1667,4.0525,4.2608,4.125,4.0833,4.0525,4.3542,4.6458,4.375,4.2917,4.8125
